ResearchCenter,Researcher,Topic
PDPM,"Lissa Rosdiana Noer, Dr., S.T., M.MT.","Computer Science, Economics, Econometrics and Finance, and Social Sciences, with particular expertise in hedonic Motivation, environmental Consciousness, local Government, public Service, specific Industry, sustainable Product, cOVID 19 Epidemic, cultural Factor, in-Depth Interview, indonesia, situational Influence, and soil Water."
PDPM,"Cahyono Bintang Nurcahyo, S.T., M.T.","Economics, Econometrics and Finance, Computer Science, and Engineering, with particular expertise in construction Costs, indirect Costs, circular Economy, social Economics, specific Industries, green Economic Growth, private Sector, data Seconds, collaborative design, genetic Algorithms, loss Budget, smart Phone Application, brick Building, multi-storey building, initial Costs, direct Costs, lognormal Distribution, main Problem, empirical Model, earthquake Loading, affordable Housing, development Project, interdependence, construction Phase, planning Stage, systems Technology, and analysis Theory."
PDPM,"Kartika Nuswantara, Dr., S.Pd., M.Pd.","Computer Science, Psychology, and Social Sciences, with particular expertise in cOVID 19 Epidemic, emergency Remote Teaching, indonesia, and women Students."
PDPM,"Ipung Fitri Purwanti, S.T., M.T., Ph.D.","Agricultural and Biological Sciences, Earth and Planetary Sciences, and Engineering, with particular expertise in air Pollution, case Study, cladistics, contaminated Water, heat Island, hyperaccumulator, jars, ludwigia, macrophyte, nutrient Uptake, pseudomonas putida, rhizobium, squirpus, squash, sweet Potato, aquatic Environment, brackish Water, cleaner Production, indonesia, industrial Wastewater, materials Recovery, morphology, river Pollution, sewerage System, shading, ship Waste Disposal, water Flow, acidic Condition, anaerobic Digestion, bacterial Specie, biofilters, box-Behnken Design, facades, growth Condition, home Heating, light-Emitting Diode Illumination, luminous Intensity, manufacturing Company, model Building, plant Specie, reactor System, road, test Period, thermal Fluctuation, and total Suspended Solid."
PDPM,"Deti Rahmawati, S.I.P., M.T.","Economics, Econometrics and Finance and Social Sciences, with particular expertise in environmental Sustainability, sustainable Development, ecotourism, morality, and sustainable Development."
PDPM,"Iis Dewi Ratih, S.Si., M.Si.","Computer Science, Mathematics, and Engineering, with particular expertise in approximation (Algorithm), minority Class, bagging Ensemble Classification, service Quality, supervised Learning, decision Tree, case study, nave Bay, values, precision-Sensitivity, remainder, anchored, below the surface, infrastructure, maneuverability, safety Committee, network Model, big Influence, cathodic Protection, underground Pipes, accurate Predictions, and ship Collision."
PDPM,"Eko Budi Santoso, Dr., Ir., Lic. rer. Reg",
PDPM,"Setiawan, Dr., Ir., M.S.","Economics, Econometrics and Finance, Mathematics, and Engineering, with particular expertise in instrumental Variable Analysis, bank Sentral, stock Exchange, income Distribution, consumer Price Index, inflation, water Scarcity, trade Openness, manager, aSEAN Economic Community, multiple Equation Model, market share, money Supply, risk Modeling, foreign Investment, supply and Demand, environmental Assessment, taxation, private Sector, dispersion Measures, metropolitan Area, calculate Data, neural Networks, warfare, kurva Lorenz, hierarchical Model, calibration Model, generalized Linear Model, statistical Hypothesis Testing, noise Ratio, ridge Regression, statistics, point Theorem, exogenous Variables, immediate Effect, gibbs Free Energy, estimated Results, exponential Matrix, long Short Term Memory, support Vector Machines, deep Learning Methods, dynamic Model, problem Statement, air pollution, cross section, learning System, stationarity, nearest Neighbors, and pass forward."
PDPM,"Yuni Setyaningsih, S.K.Pm., M.Sc.","Agricultural and Biological Sciences, Immunology and Microbiology, and Pharmacology, Toxicology and Pharmaceutical Science, with particular expertise in antimalarial Agent, analgesic Agent, anti-Inflammation, antidiabetic Agent, antiinfective Agent, antimalarial Agent, antioxidant, and pharmacological Activity."
PDPM,"Soedarso Soedarso, Dr., S.S., M.Hum.","Economics, Econometrics and Finance and Social Sciences, with particular expertise in coastal Region, culture of Work, group Discussion, indonesia, and learning Process."
PDPM,"Eddy Setiadi Soedjono, Prof., Ir., Dipl., SE., M.Sc., Ph.D.","Agricultural and Biological Sciences, Chemical Engineering, and Engineering, with particular expertise in aerobic Conditions, atrazine, cross-Sectional Study, drainage System, drinking Water, firmicutes, fishermen, gates, household Survey, polymerase Chain Reaction, ribosomal RNA, squirpus, spring Water, subsurface Flow, tanks, tap Water, water Flow, water Table, rRNA Analysis, activated Carbon, ammonia, calcite, calcium Carbonate, chemical Element, coagulation-flocculation, drinking Water Treatment Plant, emerging Contaminant, film, fouling, industrial Wastewater, metallic Compounds, potable Water, water Desalination, application Development, chain Reaction, developing Country, downstream Section, filter Medium, maintenance Service, mass Balance, middle Part, predictor Variable, raw Water, removal Efficiency, residual Chlorine, scanning Electron Microscope, dirt blanket, systems Dynamics, and urban Development."
PDPM,"Adi Suryani, S.S., M.ED(LM)., Ph.D.","Economics, Econometrics and Finance and Social Sciences, with particular expertise in case Study, coastal Region, communities, culture of Work, focus Group, group Discussion, indonesia, learning Process, organizational Socialization, and socialization."
PDPM,"Sutikno, Dr., S.Si., M.Si.","Mathematics and Engineering, with particular expertise in bivariate, closed Form, inverse Gaussian, covariates, filtering Method, a Mo model, mixed Model, space Model, model Spline, newton Raphson-Navy, cox Point Process, back of the hill, spline Multivariate Adaptive Regression, regulations, general Cross, likelihood Ratio Test, cross Validation, dependent Variable, root Mean Square, life Cycle Costs, rainfall Intensity, spindle Speed, cutting Power, train, hidden Layer, design Models, distribution Model, particle Swarm Optimization, power plants, vulcanization Process, support System, engineering Energy, pass forward, back Face, computation Time, and delay Time."
PDPM,"Karina Pradinie Tucunan, S.T., M.Eng.",
PDPM,"Christiono Utomo, Dr., S.T., M.T.","Computer Science, Economics, Econometrics and Finance, and Engineering, with particular expertise in bridge Structure, coalition Formation, design Selection, functionality Present, learning Experiences, location Decision, primary Data, project Manager, surrounding Environment, variable Mapping, collaborative design, maximum-likelihood, multi agent, airport, business Property, circular Economy, developing Countries, dynamic Investment Appraisal, economic developments, environmental Valuation, finance, green Economic Growth, intellectual Property Right, investors, job Performance, low Income Household, metropolitan Area, ownership, physical Planning, regional Development, social Economics, social Welfare, specific Industry, traffic Accident, affordable Housing, civil Engineering, design Phase, empirical Model, initial Cost, lifecycle, limitations, offshore Platform, rise Building, roof System, similarities, support System, and water Supply Systems."
SDGs,"Rabendra Yudistira Alamin, S.T., M.Ds.",
SDGs,"Achmad Holil Noor Ali, Ir., M.Kom.","Computer Science and Social Sciences, with particular expertise in time Series Data, successful Implementation, technology advances, behavioral Intentions, stakeholders involved, digital Natives, structural Equations, unified Theory, indonesia, and leadership Development."
SDGs,"Bahalwan Apriyansyah, S.T., MBA.","Computer Science, Economics, Econometrics and Finance, and Social Sciences, with particular expertise in electronic Learning, electronic Learning, electronic Learning, and electronic Learning."
SDGs,"Lucia Aridinanti, Dra., M.T.","Economics, Econometrics and Finance, Social Sciences, and Mathematics, with particular expertise in data Envelope Analysis, indonesia, comparative Study, post office, orthogonal Latin Squares, mA model, and auto Regressive Integrated Moving Average."
SDGs,"Ayi Syaeful Bahri, Dr., S.Si., M.T.","Earth and Planetary Science and Engineering, with particular expertise in surface Water, karst Aquifer, water Flow, wave Dispersion, dolomit (mineral), wings of Rayleigh, particle Motion, indonesia, road Network, calcite, clay clay, exceeds the limit, electromagnetic Method, microtremor, remote Sensing, petrography, landsat Satellite, coral reefs, horizontal Direction, northern part, historic Buildings, public Buildings, motion Data, empirical Mode Decomposition, below the surface, test Results, kolam Tailing, resistivity Model, cross section, compaction Process, semen Portland, embankment Stability, gold mine, and non-Destructive Techniques."
SDGs,"Sarah Cahyadini, S.T., M.T., Ph.D.","Computer Science and Engineering, with particular expertise in daily Activities, morphological Analysis, scientific Documents, planning Document, urban Environment, potential Threats, rainwater, scale Models, naturalization, engineering, and riverside."
SDGs,"Ima Defiana, Dr., S.T., M.T.","Computer Science and Engineering, with particular expertise in research result, spatial Relationships, changing Behavior, quantitative Research, control Behavior, hybrid Strategy, case study, territoriality, building Envelope, ansys Smooth, multi-storey building, office Building, the final result, increased Internal Heat, pressure Difference, air Movement, distribution Ratio, green Room, space Systems, lighting System, heat Stress, and neutral Zone."
SDGs,"Putri Dwitasari, S.T., M.Ds.",
SDGs,"Janti Gunawan, Ir., MEngSc., MComIB., Ph.D.","Economics, Econometrics and Finance, Engineering, and Social Sciences, with particular expertise in corporate Social Responsibility, corporate Social Responsibility, corporate Social Responsibility, and corporate Social Responsibility."
SDGs,"Ketut Dewi Martha Erli Handayeni, S.T., M.T.","Earth and Planetary Science, Social Sciences, and Engineering, with particular expertise in park and Ride, economic development, information Systems, natural Resources, sustainable Development Goals, positive Feedback, bis, traffic congestion, ownership, pedestrians, public Works, slum area, comparative Analysis, northern part, the final result, test Results, road, support, global Market, peak hour, bus System, and improvement Strategy."
SDGs,"Ilman Harun, S.T., M.Sc.",
SDGs,"Arina Hayati, Dr., S.T., M.T.","Computer Science, Social Sciences, and Arts and Humanities, with particular expertise in navigation Tools, retail Business, negative impact, data Seconds, analyzed data, communication Design, traffic Information, fundamental Components, wider understanding, realism, digital Recording, previous Students, documentary Analysis, empathy, infrastructure Development, place of Attachment, stay inside, harmony, interactive, celebration, colonial period, interplay, temporary, residence, literature Review, tradition, and street furniture."
SDGs,"Hermanto, S.S., M.Pd.","Social Sciences, with particular expertise in cOVID 19 Epidemic, descriptive Statistics, quantitative Method, research Design, and sPSS Statistics."
